Língua,Coleção,Título,Link
EN-US,Gospel Principles,Chapter 4: Freedom to Choose,https://www.churchofjesuschrist.org/study/manual/gospel-principles/chapter-4-freedom-to-choose?lang=eng
EN-US,Gospel Principles,Chapter 5: The Creation,https://www.churchofjesuschrist.org/study/manual/gospel-principles/chapter-5-the-creation?lang=eng
EN-US,Gospel Principles,Chapter 6: The Fall of Adam and Eve,https://www.churchofjesuschrist.org/study/manual/gospel-principles/chapter-6-the-fall-of-adam-and-eve?lang=eng
EN-US,Gospel Principles,Chapter 7: The Holy Ghost,https://www.churchofjesuschrist.org/study/manual/gospel-principles/chapter-7-the-holy-ghost?lang=eng
EN-US,Gospel Principles,Chapter 8: Praying to Our Heavenly Father,https://www.churchofjesuschrist.org/study/manual/gospel-principles/chapter-8-praying-to-our-heavenly-father?lang=eng
EN-US,Gospel Principles,Chapter 9: Prophets of God,https://www.churchofjesuschrist.org/study/manual/gospel-principles/chapter-9-prophets-of-god?lang=eng
EN-US,Gospel Principles,Chapter 10: Scriptures,https://www.churchofjesuschrist.org/study/manual/gospel-principles/chapter-10-scriptures?lang=eng
EN-US,Gospel Principles,Chapter 11: The Life of Christ,https://www.churchofjesuschrist.org/study/manual/gospel-principles/chapter-11-the-life-of-christ?lang=eng
EN-US,Gospel Principles,Chapter 12: The Atonement,https://www.churchofjesuschrist.org/study/manual/gospel-principles/chapter-12-the-atonement?lang=eng
EN-US,Gospel Principles,Chapter 13: The Priesthood,https://www.churchofjesuschrist.org/study/manual/gospel-principles/chapter-13-the-priesthood?lang=eng
EN-US,Gospel Principles,Chapter 14: Priesthood Organization,https://www.churchofjesuschrist.org/study/manual/gospel-principles/chapter-14-priesthood-organization?lang=eng
EN-US,Gospel Principles,Chapter 15: The Lord’s Covenant People,https://www.churchofjesuschrist.org/study/manual/gospel-principles/chapter-15-the-lords-covenant-people?lang=eng
EN-US,Gospel Principles,Chapter 16: The Church of Jesus Christ in Former Times,https://www.churchofjesuschrist.org/study/manual/gospel-principles/chapter-16-the-church-of-jesus-christ-in-former-times?lang=eng
EN-US,Gospel Principles,Chapter 17: The Church of Jesus Christ Today,https://www.churchofjesuschrist.org/study/manual/gospel-principles/chapter-17-the-church-of-jesus-christ-today?lang=eng
EN-US,Gospel Principles,Chapter 18: Faith in Jesus Christ,https://www.churchofjesuschrist.org/study/manual/gospel-principles/chapter-18-faith-in-jesus-christ?lang=eng
EN-US,Gospel Principles,Chapter 19: Repentance,https://www.churchofjesuschrist.org/study/manual/gospel-principles/chapter-19-repentance?lang=eng
EN-US,Gospel Principles,Chapter 20: Baptism,https://www.churchofjesuschrist.org/study/manual/gospel-principles/chapter-20-baptism?lang=eng
EN-US,Gospel Principles,Chapter 21: The Gift of the Holy Ghost,https://www.churchofjesuschrist.org/study/manual/gospel-principles/chapter-21-the-gift-of-the-holy-ghost?lang=eng
EN-US,Gospel Principles,Chapter 22: The Gifts of the Spirit,https://www.churchofjesuschrist.org/study/manual/gospel-principles/chapter-22-the-gifts-of-the-spirit?lang=eng
EN-US,Gospel Principles,Chapter 23: The Sacrament,https://www.churchofjesuschrist.org/study/manual/gospel-principles/chapter-23-the-sacrament?lang=eng
EN-US,Gospel Principles,Chapter 24: The Sabbath Day,https://www.churchofjesuschrist.org/study/manual/gospel-principles/chapter-24-the-sabbath-day?lang=eng
EN-US,Gospel Principles,Chapter 25: Fasting,https://www.churchofjesuschrist.org/study/manual/gospel-principles/chapter-25-fasting?lang=eng
EN-US,Gospel Principles,Chapter 26: Sacrifice,https://www.churchofjesuschrist.org/study/manual/gospel-principles/chapter-26-sacrifice?lang=eng
EN-US,Gospel Principles,Chapter 27: Work and Personal Responsibility,https://www.churchofjesuschrist.org/study/manual/gospel-principles/chapter-27-work-and-personal-responsibility?lang=eng
EN-US,Gospel Principles,Chapter 28: Service,https://www.churchofjesuschrist.org/study/manual/gospel-principles/chapter-28-service?lang=eng
EN-US,Gospel Principles,Chapter 29: The Lord’s Law of Health,https://www.churchofjesuschrist.org/study/manual/gospel-principles/chapter-29-the-lords-law-of-health?lang=eng
EN-US,Gospel Principles,Chapter 30: Charity,https://www.churchofjesuschrist.org/study/manual/gospel-principles/chapter-30-charity?lang=eng
EN-US,Gospel Principles,Chapter 31: Honesty,https://www.churchofjesuschrist.org/study/manual/gospel-principles/chapter-31-honesty?lang=eng
EN-US,Gospel Principles,Chapter 32: Tithes and Offerings,https://www.churchofjesuschrist.org/study/manual/gospel-principles/chapter-32-tithes-and-offerings?lang=eng
EN-US,Gospel Principles,Chapter 33: Missionary Work,https://www.churchofjesuschrist.org/study/manual/gospel-principles/chapter-33-missionary-work?lang=eng
EN-US,Gospel Principles,Chapter 34: Developing Our Talents,https://www.churchofjesuschrist.org/study/manual/gospel-principles/chapter-34-developing-our-talents?lang=eng
EN-US,Gospel Principles,Chapter 35: Obedience,https://www.churchofjesuschrist.org/study/manual/gospel-principles/chapter-35-obedience?lang=eng
EN-US,Gospel Principles,Chapter 36: The Family Can Be Eternal,https://www.churchofjesuschrist.org/study/manual/gospel-principles/chapter-36-the-family-can-be-eternal?lang=eng
EN-US,Gospel Principles,Chapter 37: Family Responsibilities,https://www.churchofjesuschrist.org/study/manual/gospel-principles/chapter-37-family-responsibilities?lang=eng
EN-US,Gospel Principles,Chapter 38: Eternal Marriage,https://www.churchofjesuschrist.org/study/manual/gospel-principles/chapter-38-eternal-marriage?lang=eng
EN-US,Gospel Principles,Chapter 39: The Law of Chastity,https://www.churchofjesuschrist.org/study/manual/gospel-principles/chapter-39-the-law-of-chastity?lang=eng
EN-US,Gospel Principles,Chapter 40: Temple Work and Family History,https://www.churchofjesuschrist.org/study/manual/gospel-principles/chapter-40-temple-work-and-family-history?lang=eng
EN-US,Gospel Principles,Chapter 41: The Postmortal Spirit World,https://www.churchofjesuschrist.org/study/manual/gospel-principles/chapter-41-the-postmortal-spirit-world?lang=eng
EN-US,Gospel Principles,Chapter 42: The Gathering of the House of Israel,https://www.churchofjesuschrist.org/study/manual/gospel-principles/chapter-42-the-gathering-of-the-house-of-israel?lang=eng
EN-US,Gospel Principles,Chapter 43: Signs of the Second Coming,https://www.churchofjesuschrist.org/study/manual/gospel-principles/chapter-43-signs-of-the-second-coming?lang=eng
EN-US,Gospel Principles,Chapter 44: The Second Coming of Jesus Christ,https://www.churchofjesuschrist.org/study/manual/gospel-principles/chapter-44-the-second-coming-of-jesus-christ?lang=eng
EN-US,Gospel Principles,Chapter 45: The Millennium,https://www.churchofjesuschrist.org/study/manual/gospel-principles/chapter-45-the-millennium?lang=eng
EN-US,Gospel Principles,Chapter 46: The Final Judgment,https://www.churchofjesuschrist.org/study/manual/gospel-principles/chapter-46-the-final-judgment?lang=eng
EN-US,Gospel Principles,Chapter 47: Exaltation,https://www.churchofjesuschrist.org/study/manual/gospel-principles/chapter-47-exaltation?lang=eng
EN-US,General Conference October 2025,Blessed Are the Peacemakers Gary E. Stevenson,https://www.churchofjesuschrist.org/study/general-conference/2025/10/12stevenson?lang=eng
EN-US,General Conference October 2025,Tune Your Heart to Jesus Christ: The Sacred Gift of Primary Music Tracy Y. Browning,https://www.churchofjesuschrist.org/study/general-conference/2025/10/13browning?lang=eng
EN-US,General Conference October 2025,The Lord Looketh on the Heart Ronald M. Barcellos,https://www.churchofjesuschrist.org/study/general-conference/2025/10/14barcellos?lang=eng
EN-US,General Conference October 2025,Know Who You Really Are Brik V. Eyre,https://www.churchofjesuschrist.org/study/general-conference/2025/10/15eyre?lang=eng
EN-US,General Conference October 2025,Be Reconciled to God Kelly R. Johnson,https://www.churchofjesuschrist.org/study/general-conference/2025/10/17johnson?lang=eng
EN-US,General Conference October 2025,Do Your Part with All Your Heart Dieter F. Uchtdorf,https://www.churchofjesuschrist.org/study/general-conference/2025/10/16uchtdorf?lang=eng
EN-US,General Conference October 2025,The Family Proclamation—Words from God Ronald A. Rasband,https://www.churchofjesuschrist.org/study/general-conference/2025/10/21rasband?lang=eng
EN-US,General Conference October 2025,That All May Be Edified Chad H Webb,https://www.churchofjesuschrist.org/study/general-conference/2025/10/22webb?lang=eng
EN-US,General Conference October 2025,Humble Souls at Altars Kneel Jeremy R. Jaggi,https://www.churchofjesuschrist.org/study/general-conference/2025/10/23jaggi?lang=eng
EN-US,General Conference October 2025,The Eternal Gift of Testimony Kevin G. Brown,https://www.churchofjesuschrist.org/study/general-conference/2025/10/24brown?lang=eng
EN-US,General Conference October 2025,No One Sits Alone Gerrit W. Gong,https://www.churchofjesuschrist.org/study/general-conference/2025/10/25gong?lang=eng
EN-US,General Conference October 2025,Simplicity in Christ Michael Cziesla,https://www.churchofjesuschrist.org/study/general-conference/2025/10/26cziesla?lang=eng
EN-US,General Conference October 2025,The Lord Is Hastening His Work Quentin L. Cook,https://www.churchofjesuschrist.org/study/general-conference/2025/10/27cook?lang=eng
EN-US,General Conference October 2025,Jesus Christ and Your New Beginning Patrick Kearon,https://www.churchofjesuschrist.org/study/general-conference/2025/10/31kearon?lang=eng
EN-US,General Conference October 2025,Cheering Each Other On J. Anette Dennis,https://www.churchofjesuschrist.org/study/general-conference/2025/10/32dennis?lang=eng
EN-US,General Conference October 2025,“Lovest Thou Me?” Steven C. Barlow,https://www.churchofjesuschrist.org/study/general-conference/2025/10/33barlow?lang=eng
EN-US,General Conference October 2025,Remembering the Sheep William K. Jackson,https://www.churchofjesuschrist.org/study/general-conference/2025/10/34jackson?lang=eng
EN-US,General Conference October 2025,The Atoning Love of Jesus Christ Neil L. Andersen,https://www.churchofjesuschrist.org/study/general-conference/2025/10/35andersen?lang=eng
EN-US,General Conference October 2025,And Now I See Jeffrey R. Holland,https://www.churchofjesuschrist.org/study/general-conference/2025/10/41holland?lang=eng
EN-US,General Conference October 2025,Go and Do Likewise James E. Evanson,https://www.churchofjesuschrist.org/study/general-conference/2025/10/42evanson?lang=eng
EN-US,General Conference October 2025,Adorned with the Virtue of Temperance Ulisses Soares,https://www.churchofjesuschrist.org/study/general-conference/2025/10/43soares?lang=eng
EN-US,General Conference October 2025,The Power of Ministering to the One Peter M. Johnson,https://www.churchofjesuschrist.org/study/general-conference/2025/10/44johnson?lang=eng
EN-US,General Conference October 2025,Look to God and Live D. Todd Christofferson,https://www.churchofjesuschrist.org/study/general-conference/2025/10/45christofferson?lang=eng
EN-US,General Conference October 2025,Prophets of God Andrea Muñoz Spannaus,https://www.churchofjesuschrist.org/study/general-conference/2025/10/46spannaus?lang=eng
EN-US,General Conference October 2025,Proved and Strengthened in Christ Henry B. Eyring,https://www.churchofjesuschrist.org/study/general-conference/2025/10/47eyring?lang=eng
EN-US,General Conference October 2025,They Are Their Own Judges David A. Bednar,https://www.churchofjesuschrist.org/study/general-conference/2025/10/51bednar?lang=eng
EN-US,General Conference October 2025,The Name by Which Ye Are Called B. Corey Cuvelier,https://www.churchofjesuschrist.org/study/general-conference/2025/10/52cuvelier?lang=eng
EN-US,General Conference October 2025,Forsake Not Your Own Mercy Matthew S. Holland,https://www.churchofjesuschrist.org/study/general-conference/2025/10/53holland?lang=eng
EN-US,General Conference October 2025,Smiling Faces and Grateful Hearts Carlos A. Godoy,https://www.churchofjesuschrist.org/study/general-conference/2025/10/54godoy?lang=eng
EN-US,General Conference October 2025,Taking on the Name of Jesus Christ Dale G. Renlund,https://www.churchofjesuschrist.org/study/general-conference/2025/10/55renlund?lang=eng
EN-US,General Conference October 2025,The Good News Recipe John D. Amos,https://www.churchofjesuschrist.org/study/general-conference/2025/10/56amos?lang=eng
EN-US,General Conference October 2025,The Book of Mormon—an Immeasurable Treasure on Our Journey Ozani Farias,https://www.churchofjesuschrist.org/study/general-conference/2025/10/57farias?lang=eng
EN-US,General Conference October 2025,The Family-Centered Gospel of Jesus Christ Dallin H. Oaks,https://www.churchofjesuschrist.org/study/general-conference/2025/10/58oaks?lang=eng
EN-US,General Conference April 2025,As a Little Child Jeffrey R. Holland,https://www.churchofjesuschrist.org/study/general-conference/2025/04/13holland?lang=eng
EN-US,General Conference April 2025,Spiritually Whole in Him Camille N. Johnson,https://www.churchofjesuschrist.org/study/general-conference/2025/04/14johnson?lang=eng
EN-US,General Conference April 2025,Right Before Our Eyes Ronald A. Rasband,https://www.churchofjesuschrist.org/study/general-conference/2025/04/15rasband?lang=eng
EN-US,General Conference April 2025,The Atonement of Jesus Christ Provides the Ultimate Rescue Quentin L. Cook,https://www.churchofjesuschrist.org/study/general-conference/2025/04/16cook?lang=eng
EN-US,General Conference April 2025,My Love for the Savior Is My “Why” Ricardo P. Giménez,https://www.churchofjesuschrist.org/study/general-conference/2025/04/17gimenez?lang=eng
EN-US,General Conference April 2025,“Draw Near unto Me” Henry B. Eyring,https://www.churchofjesuschrist.org/study/general-conference/2025/04/18eyring?lang=eng
EN-US,General Conference April 2025,Cherishing Life Neil L. Andersen,https://www.churchofjesuschrist.org/study/general-conference/2025/04/21andersen?lang=eng
EN-US,General Conference April 2025,"Divine Authority, Sublime Young Men Steven J. Lund",https://www.churchofjesuschrist.org/study/general-conference/2025/04/22lund?lang=eng
EN-US,General Conference April 2025,“Return unto Me … That I May Heal You” S. Mark Palmer,https://www.churchofjesuschrist.org/study/general-conference/2025/04/23palmer?lang=eng
EN-US,General Conference April 2025,Faith: A Bond of Trust and Loyalty Sandino Roman,https://www.churchofjesuschrist.org/study/general-conference/2025/04/24roman?lang=eng
EN-US,General Conference April 2025,Personal Preparation to Meet the Savior Dale G. Renlund,https://www.churchofjesuschrist.org/study/general-conference/2025/04/25renlund?lang=eng
EN-US,General Conference April 2025,True to the Faith That Our Parents Have Cherished Hans T. Boom,https://www.churchofjesuschrist.org/study/general-conference/2025/04/26boom?lang=eng
EN-US,General Conference April 2025,“By This All Will Know That You Are My Disciples” Dieter F. Uchtdorf,https://www.churchofjesuschrist.org/study/general-conference/2025/04/27uchtdorf?lang=eng
EN-US,General Conference April 2025,And We Talk of Christ Gary E. Stevenson,https://www.churchofjesuschrist.org/study/general-conference/2025/04/31stevenson?lang=eng
